mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6
-645.29095,40.379276,20.237442,-3.124671,13.684956,0.68866056,6.5326204,3.1001356,-16.33934,-9.699315,-11.774828,-2.1884117,2.383798,0.36333978,0.36343634,0.4092059,0.46955433,0.38907647,0.5682088,0.4126839,0.3722564,0.66064256,0.6645417,0.36545345,0.36117893,16.507318,8.784514,13.007042,16.673805,16.015402,16.72585
-645.2839,40.392616,23.493607,-3.1354003,13.686087,0.68226916,6.5404816,3.0189397,-16.339563,-9.699581,-11.77321,-2.1873853,0.4608383,0.3633498,0.36343533,0.40923387,0.4583802,0.38907933,0.5680898,0.41277444,0.37202322,0.66079766,0.6643761,0.36525217,0.361446,16.677317,8.784969,12.946681,16.652468,16.020311,16.784931
-645.3052,40.3764,22.200699,-3.1173775,13.679814,0.7057774,6.5398483,3.1187558,-16.334658,-9.6901045,-11.773768,-2.187761,2.956598,0.36322933,0.36334196,0.40915373,0.4560353,0.38905656,0.5682366,0.4127569,0.37176752,0.66102403,0.6645077,0.3652122,0.36116093,16.361956,8.784509,13.144341,16.678448,16.014666,16.275778
-644.949,40.5578,20.340279,-3.1121294,13.426951,0.8841634,6.504181,2.74067,-16.320702,-9.658433,-11.765137,-2.1787586,2.4911392,0.3648045,0.36348835,0.40982234,0.43152303,0.38912007,0.5679137,0.4136976,0.37295097,0.6562343,0.66400373,0.36570814,0.3613018,16.641914,8.787231,13.177145,16.67459,16.020638,17.267887
-644.82806,40.676853,16.416147,-2.9740891,12.869773,0.84063107,6.3839645,3.0421216,-16.31716,-9.657179,-11.737943,-2.1830869,0.7594227,0.36546436,0.36386225,0.40943265,0.43891254,0.38922784,0.5680297,0.4129303,0.37758747,0.6561677,0.6629544,0.3663415,0.36172056,16.61553,8.788063,12.871497,16.652744,16.027765,17.551712
-645.18384,40.56904,20.89127,-3.0094411,13.532232,0.7414885,6.525163,2.9479954,-16.319513,-9.6297655,-11.760055,-2.1836677,0.36000988,0.36334783,0.36358657,0.40918195,0.44650346,0.38911918,0.56806105,0.41312373,0.37203377,0.6575203,0.6639673,0.3654898,0.36169094,16.49233,8.786519,13.029345,16.67206,16.029459,17.246006
-645.255,40.374134,21.26791,-3.1293414,13.719833,0.6996027,6.5408783,3.040888,-16.335192,-9.691305,-11.773423,-2.1843653,1.7988538,0.36356723,0.36357653,0.40925488,0.46418834,0.38907975,0.56808573,0.4127765,0.37197217,0.6604544,0.6641951,0.36530975,0.3613812,16.382055,8.7849865,13.219653,16.666851,16.019207,16.95375
-645.3028,40.377533,22.86625,-3.0952575,13.682076,0.7046214,6.541253,3.049217,-16.337355,-9.694394,-11.774385,-2.1880968,2.4534516,0.36330715,0.36346218,0.40931562,0.4373543,0.38908064,0.56812453,0.4127598,0.37222642,0.6587747,0.6644648,0.36523858,0.36134088,16.560213,8.784482,13.034221,16.676037,16.019598,16.191475
-645.27747,40.42153,22.964565,-3.0166745,13.60484,0.7392128,6.535271,3.0874283,-16.33138,-9.678759,-11.773617,-2.1870022,2.6852174,0.3634197,0.36338452,0.40926397,0.4561728,0.38924235,0.56817406,0.41282147,0.3725788,0.6583922,0.6644398,0.36539394,0.36135346,16.248459,8.78522,13.08737,16.675385,16.017944,16.940588
-645.29535,40.42013,18.208813,-2.962175,13.394647,0.82486904,6.5149274,3.0889444,-16.331043,-9.682801,-11.770591,-2.1849592,2.5942638,0.36350822,0.36339408,0.4093483,0.48298532,0.38918525,0.5682033,0.4128443,0.37378222,0.65857077,0.6643121,0.36621943,0.36123738,16.358263,8.788639,13.094239,16.678606,16.01737,17.03683
-645.09283,40.45217,14.696549,-2.6446805,13.196974,0.81035113,6.392439,2.945436,-16.286171,-9.598929,-11.731633,-2.1703458,2.4903383,0.3647153,0.36369464,0.40993044,0.4452831,0.38963142,0.56775,0.41380715,0.37767428,0.6585855,0.6637485,0.3666897,0.36239433,16.141876,8.793504,12.497562,16.647572,16.023127,16.36272
-645.1945,40.51292,22.92077,-2.4441137,13.460048,1.185618,6.521455,3.0290382,-16.312656,-9.596798,-11.77055,-2.1669364,2.4300294,0.36343738,0.3636369,0.40919,0.4892542,0.38923326,0.5681706,0.41308215,0.3720568,0.65685546,0.6642896,0.36632395,0.3612487,16.55635,8.7867775,13.193312,16.67725,16.017887,16.430567
-645.289,40.361572,18.673733,-3.1418552,13.518475,0.718994,6.5321016,3.0944126,-16.338778,-9.691809,-11.774696,-2.1868658,1.4460213,0.3632917,0.36344746,0.4092009,0.47888386,0.38908613,0.56823325,0.41275916,0.3719969,0.65874517,0.6643978,0.36533117,0.3612418,16.79327,8.784508,13.187602,16.678068,16.015436,16.060678
-645.02545,40.463215,21.281647,-2.3993368,13.170429,0.8673436,6.468601,3.046007,-16.321201,-9.657704,-11.727568,-2.1794124,2.1960974,0.36364868,0.3635319,0.4092727,0.5234729,0.38922942,0.5680253,0.41331062,0.3735376,0.65727127,0.6642436,0.36632016,0.36128926,16.556278,8.794976,12.944731,16.672695,16.02018,17.505713
-645.2113,40.38258,17.28075,-3.1085725,13.521367,0.80467886,6.5104012,2.9542685,-16.332323,-9.679737,-11.7614,-2.1872883,2.737847,0.36340758,0.3633394,0.40937003,0.4555422,0.38909283,0.56820863,0.41297072,0.3724016,0.6581434,0.6642544,0.36531416,0.3612182,16.701607,8.788703,13.22544,16.679625,16.014938,16.535746
-645.20905,40.39168,20.141598,-2.7987726,13.639758,0.8048503,6.5339932,2.9136808,-16.327682,-9.646506,-11.755186,-2.1522212,2.6181912,0.3636704,0.36363903,0.40935206,0.43513596,0.38928825,0.56801873,0.41321805,0.37456065,0.6605893,0.66351646,0.36545327,0.363837,16.592154,8.79258,12.772578,16.661963,16.023058,16.360687
-644.90924,40.46596,21.052372,-2.890129,13.326751,1.0103388,6.5075026,2.7922583,-16.31452,-9.626067,-11.764397,-2.175757,1.9028515,0.36365497,0.3644967,0.4102873,0.48757,0.38938442,0.5678471,0.41467616,0.37367547,0.6521229,0.6625986,0.36665055,0.36188275,16.471016,8.789686,12.953982,16.669662,16.023378,16.849754
-644.907,40.39656,21.818537,-3.158754,13.647553,1.0258989,6.532407,3.106104,-16.340302,-9.690227,-11.773634,-2.1882377,2.585604,0.36323074,0.36334765,0.40916938,0.4675814,0.38906214,0.5681855,0.41294515,0.37179226,0.659897,0.6645913,0.3651538,0.36115322,16.880428,8.784701,13.276455,16.67975,16.013632,16.468517
-645.2818,40.44247,22.117844,-3.1018958,13.719297,0.6961853,6.4999022,3.101737,-16.338207,-9.6919565,-11.767289,-2.1882882,2.202789,0.3632751,0.36341697,0.40916675,0.47188213,0.38906908,0.5682222,0.4127288,0.3718047,0.6576484,0.6645188,0.36584964,0.36117712,16.402887,8.785879,13.140714,16.67251,16.015066,17.39165
-644.3826,40.56044,15.842957,-3.0720239,13.354587,1.0021312,6.4351273,2.8408642,-16.296675,-9.634793,-11.704962,-2.1730301,1.618951,0.36430413,0.36364138,0.41029018,0.42339608,0.389241,0.5678017,0.4142491,0.37438765,0.65500045,0.6639873,0.36607236,0.3618301,16.489254,8.791542,12.97202,16.668156,16.023342,17.36035
-645.1539,40.452126,17.953905,-3.1401937,12.620717,1.5244536,6.512123,2.976987,-16.332441,-9.669319,-11.753215,-2.1861045,3.169388,0.36379498,0.36345172,0.40946874,0.46488878,0.3890977,0.56816626,0.41287604,0.37250322,0.6594247,0.6644976,0.3654656,0.36121038,16.610744,8.790714,13.173034,16.67356,16.01838,16.871727
-645.1814,40.494713,21.744162,-2.9824922,11.523633,1.0025384,6.4827733,2.9864304,-16.308214,-9.587834,-11.770178,-2.1779618,1.8264399,0.3636742,0.36341867,0.41066125,0.47452945,0.38943768,0.56820565,0.41365027,0.37357897,0.6427075,0.6641171,0.36590952,0.36160237,16.71603,8.785703,13.122467,16.67856,16.015205,17.096802
-645.01215,40.43458,14.667919,-3.150501,13.384575,0.75639933,6.527663,2.9674177,-16.339386,-9.693764,-11.765445,-2.1871023,1.7739705,0.36341608,0.36340213,0.40960568,0.42123437,0.38911486,0.56822455,0.41298172,0.37280595,0.6591475,0.6639757,0.36531895,0.3614104,16.79744,8.785952,13.1193495,16.676893,16.018642,16.790344
-645.31476,40.360752,23.69031,-3.1558282,13.7508,0.6816692,6.544049,3.1110458,-16.337196,-9.700563,-11.775294,-2.1886482,2.889444,0.36326873,0.36331522,0.40916625,0.44097334,0.38905376,0.5682254,0.41267094,0.37179798,0.6607516,0.664622,0.36515296,0.3611601,16.622179,8.784178,13.239212,16.6793,16.01448,16.021309
-645.10876,40.415646,21.947395,-3.0716496,13.652012,0.78862935,6.531363,2.781353,-16.334656,-9.695281,-11.770852,-2.1825664,2.261738,0.3645044,0.36362323,0.40965652,0.46765152,0.38912156,0.5680647,0.41305536,0.3764678,0.6591131,0.6633854,0.36877874,0.36150753,15.862006,8.78696,12.895363,16.673115,16.021025,17.197098
-645.26135,40.40788,15.087638,-3.1369195,13.542321,0.9039935,6.512981,3.0114012,-16.33592,-9.6673765,-11.770796,-2.1873643,2.968217,0.36391366,0.36339116,0.40938067,0.44324005,0.38908586,0.56820256,0.41300067,0.37212908,0.6574444,0.6644897,0.3652908,0.36118916,16.768288,8.78644,13.192045,16.676819,16.016544,17.232994
-645.1539,40.412647,23.376219,-2.9165578,13.435733,0.8288038,6.5338073,3.0844743,-16.336088,-9.679535,-11.772996,-2.186969,2.018221,0.3634475,0.36337224,0.40920222,0.44699326,0.38915586,0.56796193,0.41316763,0.37330693,0.6557348,0.6644855,0.36531982,0.36126813,16.66686,8.784736,12.852229,16.678759,16.013662,16.424145
-645.09216,40.40988,20.382423,-2.9837105,13.540213,0.8490719,6.534988,3.0572855,-16.328926,-9.683783,-11.772186,-2.1827796,2.8784392,0.36328787,0.36339098,0.40929484,0.45859125,0.38913295,0.5681843,0.41276693,0.37207648,0.6592324,0.6638084,0.3652001,0.36130562,16.710154,8.785054,13.151897,16.676188,16.015865,16.759075
-645.21466,40.52313,19.62128,-3.1505916,13.299562,0.80641586,6.5153666,3.0059943,-16.330938,-9.6682005,-11.767868,-2.1868992,1.6612176,0.363352,0.3633808,0.4098464,0.41981253,0.3890916,0.5680716,0.41316187,0.37237597,0.65359634,0.6644601,0.36529702,0.36122963,16.595139,8.7907505,13.180467,16.676497,16.018143,17.114782
-645.2647,40.427532,19.806534,-3.1270745,13.573955,0.77535015,6.531031,3.0031397,-16.337868,-9.6868925,-11.755955,-2.1824567,2.744964,0.36387685,0.36365393,0.4111044,0.41579244,0.3891082,0.56798494,0.4131344,0.3726898,0.66095585,0.66447246,0.36533922,0.36175084,16.595053,8.786861,13.208177,16.671219,16.049124,17.787811
-645.3045,40.388386,21.602285,-3.100241,13.656122,0.7460125,6.534471,3.0331304,-16.337868,-9.696143,-11.76823,-2.1867144,2.6927044,0.3638917,0.36352563,0.4095556,0.5051874,0.38916326,0.5678763,0.41299313,0.37274042,0.6590907,0.6645307,0.36544594,0.36128777,16.502848,8.786327,12.909319,16.66354,16.023706,17.458723
-645.26904,40.4087,22.949844,-3.0881941,13.675409,0.701048,6.542302,3.1059136,-16.333294,-9.698073,-11.774289,-2.1875844,3.0880165,0.36322308,0.36337698,0.4091923,0.42616463,0.38910183,0.5682341,0.41277575,0.3720008,0.6602234,0.6644338,0.36520773,0.36120826,16.487743,8.784529,12.942612,16.678253,16.014387,16.173672
-645.2589,40.41192,21.863125,-3.1139057,13.410404,0.7807492,6.5396132,2.8301818,-16.33695,-9.697912,-11.756522,-2.1812127,2.8924208,0.3635202,0.36335102,0.40965116,0.44050533,0.3891068,0.56814885,0.4129657,0.37240863,0.6611907,0.6638539,0.36526093,0.36157638,16.61149,8.78654,13.182926,16.677969,16.016596,16.14156
-644.8184,40.557438,23.42486,-2.9201138,13.476068,0.7814314,6.497316,2.9965148,-16.294985,-9.6368885,-11.76019,-2.1741986,2.1717618,0.36371565,0.36432606,0.40920934,0.4989633,0.38920313,0.56756985,0.4131357,0.37257367,0.65897167,0.6642815,0.36643553,0.3614475,15.851561,8.791878,12.866689,16.646318,16.01868,16.355078
-645.3208,40.364735,22.788866,-3.1225426,13.760523,0.68644255,6.545776,2.9679942,-16.341043,-9.700007,-11.774879,-2.1878476,3.8436358,0.36342412,0.36334905,0.40916115,0.44060153,0.38906035,0.5682289,0.41267297,0.37198958,0.66149527,0.66458553,0.36526242,0.3613008,16.595562,8.785362,12.834297,16.677362,16.01354,15.957307
-645.178,40.43388,23.68288,-2.9875073,13.638048,1.0015074,6.536104,2.904959,-16.324165,-9.64841,-11.75677,-2.1786344,2.0748734,0.3632862,0.36346006,0.40916523,0.45566872,0.38907677,0.5681234,0.41312838,0.3720142,0.65985096,0.66420346,0.3652079,0.36131978,16.701698,8.787638,13.2174425,16.678179,16.014711,16.408987
-645.3007,40.36416,21.319727,-3.1293855,13.770765,0.69101125,6.540822,2.9077995,-16.338377,-9.701389,-11.772989,-2.1875935,3.544241,0.36344427,0.36335745,0.4098293,0.45280656,0.38908216,0.56818926,0.41274586,0.37219805,0.6612173,0.6641934,0.3653489,0.36128065,16.776884,8.784456,13.109492,16.679306,16.01471,16.370457
-645.15735,40.442036,21.602503,-3.0457683,13.413521,0.75653857,6.528122,3.0959373,-16.320705,-9.68811,-11.771726,-2.1874406,2.2002614,0.36334917,0.36336106,0.40926456,0.46591526,0.38911563,0.5680995,0.41276067,0.37258652,0.65910035,0.6644155,0.36527228,0.3612049,16.603918,8.78457,13.200486,16.678028,16.018215,16.997656
-644.8163,40.886402,22.25668,-2.8749645,13.378226,1.0720041,6.459203,2.9053426,-16.327265,-9.652961,-11.755807,-2.1809435,1.3817488,0.36347374,0.36394414,0.40938562,0.50996065,0.38927788,0.5678473,0.4131788,0.37221888,0.6560224,0.6634958,0.3669687,0.36130938,16.613503,8.7896385,13.067775,16.646276,16.025421,16.917957
-645.1761,40.408833,17.482058,-3.1406512,13.490038,0.75031865,6.5256915,2.9201007,-16.339186,-9.683311,-11.774086,-2.1875021,2.675118,0.36322,0.36333612,0.40928778,0.4215418,0.3891117,0.56821287,0.413198,0.3720592,0.6599189,0.66457963,0.3654288,0.3612635,16.84029,8.785626,12.966107,16.677336,16.017103,16.30265
-645.108,40.388058,19.236555,-3.134387,13.760011,0.715129,6.5260386,2.8938937,-16.324474,-9.685831,-11.766438,-2.1861966,3.1070938,0.36344665,0.36350238,0.40958086,0.43095136,0.38920867,0.5681555,0.41298497,0.37218037,0.6584566,0.6643717,0.36551043,0.36135054,16.713387,8.784653,13.183743,16.674742,16.014692,16.953926
