mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6
-376.23975,118.507095,-20.638607,-1.9536363,-24.15434,17.569544,-9.771348,-11.845426,-2.8005219,9.686805,-12.2253065,0.008250998,7.687238,0.69061464,0.78267473,0.30700314,0.41223738,0.2664654,0.61425036,0.5772505,0.6444264,0.44965106,0.2654702,0.6670243,0.62334687,11.568129,12.948691,14.988993,13.832585,18.881248,15.950577
-378.1772,118.57709,-20.63583,-1.9800975,-24.015451,7.4702783,-10.147971,-11.987252,-1.8895972,9.714791,-12.249162,1.273839,8.079531,0.6921145,0.7838709,0.3081247,0.4482637,0.26723623,0.61699474,0.57758826,0.6451761,0.44739178,0.26807755,0.6676045,0.6221026,11.565931,12.955724,15.197506,13.836098,18.932648,15.948939
-376.23282,118.56523,-20.24796,-1.9665226,-24.085716,10.193787,-10.341215,-12.111216,-3.8062277,9.679968,-12.255463,4.1850085,8.5055065,0.6916658,0.78345215,0.3085509,0.44676736,0.26648533,0.6148851,0.57745504,0.64861643,0.5514526,0.2647679,0.6675767,0.62394303,11.563353,12.917764,15.917677,13.821675,18.922,15.95032
-377.4436,118.316216,-20.637785,-1.9750866,-23.663816,23.742634,-10.893069,-11.901536,-3.5588267,9.558614,-12.224927,0.3872705,5.2214136,0.68433595,0.7688312,0.3338579,0.3828387,0.2684737,0.6023028,0.5750757,0.646741,0.5160081,0.2656895,0.6647977,0.623199,11.569279,12.94973,15.1815605,13.851131,18.898163,15.959744
-375.9369,118.22692,-20.384983,-1.9017673,-24.104853,20.034262,-10.237183,-11.598911,-1.3163779,9.564638,-12.200943,0.9758751,6.033635,0.6913434,0.7809773,0.31206715,0.39642125,0.27033716,0.61215824,0.5769249,0.64504594,0.39944074,0.26950684,0.66726613,0.6227909,11.566856,12.931323,14.707393,13.943403,18.866707,15.962639
-375.10468,118.58737,-20.654612,-1.9948725,-24.179901,20.59245,-11.229853,-12.19411,-3.6902137,9.698149,-12.2623,3.117836,8.457835,0.69264895,0.7833738,0.30661064,0.42888522,0.26549163,0.6178998,0.5776263,0.6492233,0.5498744,0.2638695,0.6676366,0.6248583,11.561206,12.958369,15.65603,13.800816,18.938276,15.9477415
-375.18665,118.56524,-20.663511,-1.989028,-24.194597,22.215824,-11.110912,-11.971047,-2.2279928,9.712187,-12.229721,3.3524237,7.513966,0.6925012,0.78342956,0.29892874,0.4910565,0.26644257,0.6156821,0.5774088,0.649628,0.49751577,0.2641196,0.6677015,0.62429756,11.562253,12.952763,13.479337,13.85594,18.886002,15.949323
-376.3188,118.281906,-20.402138,-1.946246,-23.169603,18.053268,-10.845808,-11.449014,-1.4368163,9.620892,-12.19872,-0.36791548,7.351191,0.6817124,0.77511114,0.32927394,0.3889244,0.26835364,0.6084208,0.5726366,0.6471301,0.48896396,0.26731607,0.66510206,0.6217353,11.566241,12.887936,14.425182,13.89515,18.81883,15.965645
-375.6015,118.58227,-20.438583,-1.9658493,-23.93676,10.1770315,-10.768606,-11.94463,-1.4476825,9.67592,-12.23524,1.895334,8.3077,0.6902145,0.7836844,0.31756487,0.50551057,0.26655504,0.61438453,0.5771773,0.6490965,0.5071124,0.26604342,0.6676897,0.6226432,11.578126,12.883032,15.630686,13.809144,18.919605,15.950576
-376.55392,118.38343,-20.584547,-1.896882,-24.112946,21.271877,-9.998438,-11.53396,-1.2570938,9.64571,-12.119457,1.1469518,6.001272,0.69063485,0.78309304,0.3090905,0.36563104,0.26828372,0.60825086,0.57692367,0.6477118,0.4000685,0.26527393,0.6667202,0.62267697,11.56996,12.902926,13.6078005,13.867811,18.801018,15.95693
-375.17642,118.528984,-20.648378,-1.9915648,-24.13194,21.544939,-11.127407,-11.988207,-0.14856815,9.701362,-12.237489,0.75593656,7.6434608,0.69255215,0.78264385,0.3074319,0.39472237,0.26581094,0.61701566,0.57714283,0.6493571,0.4808411,0.26483133,0.66768765,0.62400275,11.560635,12.954552,15.00786,13.804937,18.908081,15.951883
-377.83096,118.3963,-20.5099,-1.9589188,-24.01211,6.103907,-10.554965,-11.537409,-1.8295066,9.554387,-12.209913,2.8800213,7.3372974,0.68584615,0.7821504,0.3079574,0.46268153,0.26900366,0.61413753,0.57727027,0.64632565,0.5108056,0.26877195,0.66582775,0.62343264,11.569627,12.916627,15.349889,13.977163,18.853546,15.962337
-375.32275,118.58268,-20.657917,-1.9858271,-24.192108,19.69054,-10.875495,-12.072037,-1.2355533,9.706665,-12.266858,2.042461,3.9819062,0.6928086,0.7843894,0.299512,0.39953238,0.26548657,0.61597335,0.57757986,0.6488476,0.409192,0.26444578,0.6674307,0.6242169,11.561866,12.955953,14.481394,13.812888,18.886955,15.94726
-376.30377,118.55457,-20.574593,-1.9720042,-24.059734,12.323141,-10.585023,-11.830666,-3.177464,9.707588,-12.256283,3.7490249,8.5300455,0.6923373,0.7836098,0.30511788,0.42060193,0.26653427,0.6013419,0.5773811,0.64912695,0.49705964,0.2645658,0.667641,0.6225987,11.567179,12.922194,14.746398,13.8690195,18.925842,15.969979
-375.1098,118.53437,-20.642746,-1.9900923,-24.112259,20.124514,-11.424783,-12.121858,0.10047132,9.699688,-12.248885,3.92245,8.26951,0.69310695,0.7837623,0.31246072,0.40467298,0.26864573,0.6162587,0.57763755,0.6484633,0.5366536,0.26466966,0.66768205,0.62477034,11.56088,12.960279,15.187491,13.8192425,18.928192,15.954015
-375.48825,118.57393,-20.572002,-1.9802125,-24.09693,16.446127,-11.495127,-11.984685,-0.95120776,9.61854,-12.221545,2.7894695,6.164503,0.6924541,0.78415704,0.30823404,0.4115176,0.2675267,0.6173208,0.57760656,0.64901334,0.44878265,0.26466194,0.6676239,0.62443435,11.5617,12.958584,15.3160715,13.819192,18.922941,15.948998
-375.08176,118.58101,-20.584661,-1.9916543,-24.154947,20.227404,-11.460055,-12.159354,-3.0595896,9.698645,-12.259861,3.8963203,8.427974,0.6925547,0.7839999,0.30405954,0.39832494,0.26609534,0.61676013,0.5774139,0.64966875,0.5210317,0.26382503,0.66773874,0.6245449,11.560751,12.955589,16.023193,13.820885,18.935831,15.950707
-375.33438,118.5505,-20.64097,-1.9935982,-24.163046,22.82227,-11.014984,-12.186826,-2.799489,9.6863575,-12.251631,3.8876483,6.934438,0.69088477,0.78125536,0.33646172,0.3478267,0.26646984,0.6175952,0.5775764,0.647862,0.46590358,0.26548564,0.6673617,0.62413275,11.563469,12.958968,14.865675,13.804915,18.938324,15.947965
-375.3694,118.527275,-20.562346,-1.9655062,-24.1347,18.388937,-11.192993,-12.103271,-6.484619,9.706536,-12.242563,1.3898786,8.511602,0.6927183,0.7809135,0.2980674,0.3606685,0.26593173,0.6090269,0.57696795,0.64956665,0.53101146,0.26489162,0.6675571,0.6237237,11.561912,12.94495,14.651268,13.856869,18.902163,15.95577
-377.2582,118.435356,-20.474186,-1.9739833,-24.104828,15.125035,-10.910001,-11.880669,-4.0265126,9.640569,-12.257517,-1.5468596,3.9832036,0.6924225,0.779042,0.3006786,0.39000016,0.2665198,0.60949427,0.57708037,0.6448133,0.48047602,0.27028266,0.6664674,0.6234928,11.565166,12.952145,15.46272,13.876398,18.857792,15.957918
-375.0714,118.58159,-20.635307,-1.9853809,-24.173538,18.007727,-11.19105,-12.107935,0.13138324,9.702694,-12.188355,2.7335873,8.082356,0.6924166,0.78411895,0.31236383,0.43496966,0.26652664,0.6162115,0.5775984,0.6482664,0.43658468,0.26462778,0.667721,0.62457097,11.562966,12.953516,15.604781,13.801088,18.925423,15.948232
-375.6646,118.58476,-20.62258,-1.9820007,-24.133308,19.055817,-10.962893,-12.168541,-1.8081238,9.685314,-12.264815,3.5750165,8.192484,0.69134265,0.78301996,0.30989775,0.358519,0.26623216,0.6168802,0.577506,0.64724815,0.43518057,0.26553723,0.6676432,0.6246983,11.562646,12.958208,15.250337,13.836609,18.93314,15.9479885
-376.9155,118.45618,-19.695408,-1.9701941,-23.692358,12.403592,-10.018055,-11.692713,-1.183512,9.45278,-12.07434,1.6542745,6.7172194,0.68712616,0.7723277,0.32580373,0.41425213,0.27011007,0.6165418,0.5769167,0.64060813,0.4304498,0.27087754,0.6659768,0.6207491,11.572018,12.9381895,15.512016,13.86993,18.89676,15.953536
-375.36285,118.53785,-20.670614,-1.9865501,-24.123297,23.326889,-11.268501,-12.191318,-4.034393,9.649651,-12.208111,1.0439862,7.953974,0.69269866,0.7807145,0.31250283,0.319624,0.26735455,0.60073465,0.57716036,0.6491556,0.5516133,0.26442876,0.66656554,0.6241171,11.563017,12.94979,15.573507,13.808055,18.87027,15.94806
-375.8817,118.541405,-20.499304,-1.9779689,-24.11357,20.233404,-11.188408,-12.059059,-2.8841765,9.629358,-12.228475,3.6305695,8.207359,0.6912244,0.78303,0.3201451,0.47281373,0.26742598,0.61525166,0.57721764,0.6482148,0.4375241,0.26534534,0.6669797,0.6241444,11.565323,12.928795,16.164335,13.853252,18.88677,15.953907
-375.19464,118.59282,-20.681871,-1.9945685,-24.14796,25.17234,-11.503773,-12.216416,-0.6012758,9.692141,-12.274846,4.310333,6.134999,0.6931617,0.78424424,0.31978595,0.3766569,0.26597527,0.6174704,0.5776313,0.64965844,0.48613927,0.26443198,0.66773856,0.62503505,11.560866,12.961925,15.823846,13.796695,18.939243,15.946846
-374.99808,118.58039,-20.687332,-1.9944317,-24.181303,20.254578,-11.376672,-12.041454,-2.3465457,9.688768,-12.259303,0.5150559,7.077337,0.6917652,0.7830205,0.2995188,0.40487796,0.26544514,0.6120764,0.5770327,0.6495881,0.49495775,0.26396364,0.6676373,0.6248337,11.561235,12.95982,14.258967,13.808651,18.911762,15.948495
-374.9478,118.587494,-20.694191,-1.9946046,-24.174982,15.364107,-11.551733,-12.12393,0.5197007,9.718505,-12.272896,2.5154016,5.372934,0.692991,0.7843316,0.29896176,0.34346515,0.26590884,0.6183425,0.5775669,0.6498321,0.4862068,0.26427323,0.6677354,0.62463456,11.560447,12.960351,13.642735,13.805049,18.933147,15.947274
-375.71198,118.5395,-20.663443,-1.9896344,-24.173092,21.937836,-10.941723,-12.149995,-3.0176458,9.696589,-12.262728,-3.2107904,7.3579106,0.6921049,0.7817222,0.30600804,0.45790553,0.26549459,0.6157656,0.57668245,0.64877313,0.55109906,0.2640198,0.6675798,0.62402046,11.561672,12.952674,15.12424,13.843306,18.914808,15.948681
-377.15488,118.424644,-20.228354,-1.9758902,-24.005478,22.809202,-11.026426,-11.86175,-2.9436257,9.606272,-12.192707,1.158011,6.2856045,0.69201756,0.78075576,0.3371275,0.4333414,0.26947886,0.6157743,0.5771027,0.6465244,0.5087642,0.26613483,0.666998,0.6236085,11.563715,12.951595,15.372817,13.844211,18.902798,15.958549
-380.18903,117.51805,-20.010876,-1.8809451,-23.91923,16.870958,-9.694227,-11.13248,-2.5814085,9.2820015,-11.962011,0.11443616,3.0716224,0.6828089,0.7607069,0.32339182,0.42930567,0.27607694,0.6064085,0.57382137,0.6391739,0.44603896,0.27437654,0.66379577,0.611099,11.599332,12.851876,14.596374,13.9601755,18.85892,16.00117
-375.67477,118.42059,-20.682262,-1.9809093,-24.121578,10.793165,-9.375572,-11.945503,-1.2207807,9.717349,-12.167671,-3.8773658,8.22308,0.6895804,0.78279746,0.32062355,0.43319368,0.26550275,0.61236715,0.57664615,0.64328766,0.43899766,0.26648098,0.6669548,0.623365,11.561526,12.922745,14.811433,13.812678,18.712917,15.949567
-383.71228,118.10554,-20.586414,-1.9212419,-24.005537,11.171224,-9.697786,-11.44617,-5.100442,9.651755,-12.215901,1.2512623,8.171537,0.68724537,0.7824338,0.33378097,0.39403984,0.26843205,0.6060842,0.57723147,0.6472279,0.52117145,0.27506134,0.6649041,0.62328875,11.568566,12.897576,15.493624,13.877135,18.783165,15.998027
-375.21716,118.53996,-20.573929,-1.9862117,-24.155695,15.663499,-10.627966,-12.124804,-0.9695567,9.633826,-12.202376,3.0077057,7.6548038,0.6914075,0.7824219,0.32787305,0.37506694,0.2669284,0.6168023,0.57729954,0.6481032,0.4723042,0.2654622,0.66759235,0.6235876,11.563798,12.9286995,16.048325,13.80098,18.92851,15.949894
-375.0197,118.58584,-20.398502,-1.9844977,-24.12496,20.67642,-11.560405,-12.090309,-1.0448637,9.68622,-12.211614,3.97167,6.799984,0.69310856,0.7837663,0.30021816,0.52473253,0.26666486,0.6176427,0.5775328,0.6493511,0.45951277,0.2645059,0.6677485,0.6240266,11.561664,12.961295,15.055495,13.850246,18.903774,15.949398
-376.67044,118.54325,-20.644518,-1.9843962,-24.130249,23.078627,-10.856045,-12.135046,-3.7200532,9.713625,-12.223718,3.0578275,7.936672,0.6914196,0.7795524,0.31919393,0.4101852,0.26598892,0.61231595,0.5768966,0.6482222,0.5004771,0.26450798,0.6674891,0.6232897,11.56269,12.954582,14.874256,13.817885,18.904835,15.949147
-378.44357,118.36756,-20.67161,-1.9800867,-24.094847,14.50813,-10.709104,-11.947343,-3.5162618,9.643989,-12.250744,-2.55682,8.649341,0.68769974,0.7814344,0.35914093,0.4029857,0.2667392,0.61412805,0.577078,0.64475083,0.49977416,0.26769537,0.6650158,0.62316805,11.569738,12.915158,15.8866,13.877543,18.894554,15.966575
-375.9297,118.35075,-20.622581,-1.966443,-23.948767,18.338049,-10.661168,-12.016219,-4.006082,9.689046,-12.169563,0.50520366,7.9338784,0.6871637,0.78172296,0.31085923,0.44898218,0.2658649,0.60870254,0.57493466,0.64792264,0.44513634,0.2685514,0.6667062,0.6235448,11.565014,12.925059,15.109283,13.881186,18.61277,15.958068
-374.91898,118.59349,-20.64235,-1.9951793,-24.19014,14.301312,-11.47247,-12.18018,-0.7884404,9.708535,-12.261169,3.2425454,7.9386406,0.6932291,0.78417516,0.29666105,0.4107848,0.26544756,0.6171948,0.5775309,0.64987123,0.52585554,0.26375908,0.6677649,0.6245758,11.561445,12.954104,15.908473,13.803378,18.92882,15.9480095
-375.35233,118.57291,-20.528416,-1.9829673,-23.952547,18.21872,-11.188573,-12.06185,-1.5467572,9.697547,-12.240825,2.913401,8.01306,0.691906,0.782448,0.30795535,0.40685487,0.2683587,0.6167702,0.57731974,0.64878875,0.45633605,0.26492128,0.6675469,0.62340176,11.56274,12.946973,14.563139,13.877979,18.919163,15.952531
-375.4087,118.58354,-20.677319,-1.9891855,-24.135342,23.071487,-11.50253,-12.149448,-1.8792264,9.671817,-12.273316,5.2435765,7.7608094,0.69269246,0.78406096,0.3079771,0.3440932,0.26694277,0.6180214,0.57764155,0.6497173,0.54782844,0.26401728,0.6676891,0.6250865,11.560792,12.960724,15.385558,13.799825,18.936817,15.949875
-377.12546,118.12815,-20.127855,-1.7673308,-23.984682,12.605177,-10.072685,-11.41663,-4.2501016,9.517259,-12.145715,1.6075356,6.541044,0.689168,0.7772176,0.30418387,0.40939534,0.27218074,0.5932306,0.57580113,0.6464692,0.5340815,0.27254075,0.66632146,0.6206416,11.577541,12.854772,15.384918,13.869541,18.771744,16.000668
-375.49728,118.57065,-20.664421,-1.9909865,-24.101656,23.246277,-10.210519,-12.165062,-2.0856614,9.710991,-12.225096,-2.8335836,8.384562,0.6913844,0.7830358,0.3115386,0.40239763,0.26595625,0.6170979,0.57718325,0.6488797,0.534751,0.2640021,0.66729426,0.62266874,11.561164,12.946788,15.588626,13.798095,18.906067,15.94727
-376.40433,118.30156,-20.339672,-1.9201423,-23.896418,18.485117,-8.740975,-11.478411,-3.975638,9.658577,-11.7415085,1.1228536,7.317476,0.69024456,0.77975047,0.3141499,0.5413728,0.26940477,0.599805,0.5749929,0.6460786,0.47990283,0.2665874,0.66731036,0.61982936,11.574403,12.919229,14.281428,13.847524,18.758305,15.960039
-377.69107,118.497536,-20.566793,-1.9705254,-24.10501,15.454665,-11.305045,-11.742556,-4.2415757,9.682191,-12.24202,0.52961123,5.3098116,0.6909697,0.78352994,0.30550453,0.48021445,0.2667761,0.612437,0.5771717,0.64776236,0.45163944,0.2659214,0.6674154,0.62349236,11.564353,12.950544,15.273529,13.964301,18.881187,15.964014
-376.81537,118.50539,-20.513872,-1.9354631,-24.089382,14.409274,-10.808756,-11.352282,-1.6559829,9.689253,-12.231976,-0.19273378,6.229506,0.6922946,0.7842061,0.30386263,0.47599095,0.26711172,0.6143054,0.577414,0.6470534,0.39901403,0.2659628,0.6674911,0.62336373,11.563122,12.916004,15.397585,13.836762,18.87174,15.956331
-375.07004,118.54762,-20.504736,-1.9678394,-24.143612,12.490194,-11.385837,-11.43967,-1.6746422,9.6780405,-12.244446,-4.9526052,8.133029,0.6920634,0.7838408,0.2994832,0.48563832,0.26557428,0.61591226,0.577318,0.64861655,0.4993542,0.2649637,0.6676011,0.62438357,11.562082,12.94897,15.229143,13.8201065,18.839739,15.956222
-375.22092,118.559265,-20.701683,-1.995487,-24.18827,21.394566,-11.464828,-12.184112,-0.6831227,9.714015,-12.276601,3.6615882,6.9087358,0.69279075,0.7840986,0.3018566,0.37562162,0.26544747,0.61831707,0.5776042,0.6496576,0.51042515,0.26401913,0.6676839,0.6247556,11.560471,12.959817,15.597021,13.804793,18.935095,15.947994
-378.43347,117.89789,-20.394127,-1.915259,-23.785551,13.643359,-9.7687645,-11.103022,-4.5022435,9.30851,-11.89238,-3.4098577,6.833911,0.6767774,0.7767623,0.33003375,0.5184335,0.26924363,0.6037923,0.57465035,0.6371693,0.4555745,0.27119726,0.6611761,0.6193008,11.582658,12.918134,15.251796,13.966109,18.792934,15.971495
-376.34485,118.55883,-20.57671,-1.9699217,-23.988882,18.675724,-10.248207,-11.892159,-2.3806915,9.685976,-12.160959,-2.2329793,7.807192,0.6920606,0.7828859,0.3081064,0.50487113,0.2665328,0.612121,0.57712126,0.64617175,0.44816315,0.2648463,0.66678697,0.6230624,11.563616,12.941735,15.697845,13.814932,18.824984,15.949389
-374.93317,118.59385,-20.705112,-1.9961268,-24.20397,26.877228,-11.604844,-12.219891,0.020042887,9.695191,-12.276906,4.716459,8.347579,0.6932712,0.78438383,0.30952814,0.3624649,0.26544434,0.61840886,0.5776574,0.64989644,0.58980393,0.2635725,0.6677771,0.625139,11.560377,12.964095,15.549172,13.792552,18.940947,15.94701
-375.37314,118.532036,-20.633175,-1.9667451,-24.065702,16.242493,-11.525466,-11.968106,-2.4924295,9.649356,-12.2154255,2.683424,7.827361,0.6914481,0.78314483,0.30606732,0.3893451,0.26797748,0.6110839,0.5774143,0.6486533,0.49296948,0.26479474,0.66753024,0.62494284,11.562456,12.9477625,15.883434,13.81903,18.88005,15.97216
-375.0871,118.59434,-20.67319,-1.992391,-24.196354,23.996006,-11.421179,-12.173466,-2.6098204,9.715305,-12.264521,3.6899867,7.8754635,0.69336706,0.78436196,0.29859966,0.38807914,0.26548815,0.6166624,0.57765025,0.6496505,0.514046,0.2636341,0.6677442,0.6250489,11.56115,12.96241,15.115045,13.793182,18.937986,15.946881
-375.5872,118.53384,-20.348207,-1.9098072,-23.85219,2.7537806,-9.837578,-11.573806,-0.26831636,9.678658,-12.176313,1.5509644,7.6121736,0.68750626,0.78184754,0.30425313,0.5040767,0.26622173,0.61548805,0.5773506,0.6439647,0.52971673,0.26778695,0.6674522,0.6240155,11.5656595,12.939204,14.7830715,13.841388,18.878206,15.952814
-376.0451,118.506256,-20.565226,-1.9693651,-24.019737,23.130575,-11.155223,-12.065172,-1.4768707,9.626089,-12.190317,-2.478231,7.1101255,0.69102955,0.7764402,0.33272225,0.39371595,0.26748684,0.6147053,0.57653964,0.64642274,0.5131541,0.26507258,0.6662599,0.6237188,11.563533,12.949718,15.133016,13.833901,18.890825,15.95281
-376.7167,118.473404,-20.49696,-1.9573314,-24.036407,16.228922,-10.821996,-11.698538,-0.79593754,9.672839,-12.244268,2.7573755,7.765896,0.6911022,0.7839752,0.3087754,0.49395612,0.2685968,0.6156271,0.5774341,0.64844596,0.47684294,0.26630872,0.6670461,0.62337506,11.56298,12.88763,15.980064,13.868136,18.764328,15.959554
-375.65643,118.46817,-20.586998,-1.9462371,-23.883732,17.282303,-10.241298,-11.729247,-2.041049,9.672998,-12.160675,-3.317322,6.79986,0.688706,0.78168786,0.30724302,0.41275653,0.26621914,0.6077369,0.57535106,0.64753723,0.45041364,0.26694098,0.66665936,0.62241685,11.565823,12.933256,14.151296,13.852806,18.770514,15.952227
-375.91885,118.45111,-20.681374,-1.9854786,-24.12275,18.470514,-11.235683,-11.98655,-5.7151384,9.698439,-12.210992,2.2504158,8.562196,0.69085395,0.77896297,0.3092179,0.4896077,0.26716638,0.6084067,0.57723135,0.6490226,0.56572443,0.26480207,0.66731566,0.6247559,11.561726,12.946408,15.776969,13.822084,18.782396,15.969702
-375.8234,118.56529,-20.678696,-1.9940444,-24.187857,25.01995,-11.265906,-12.165743,-2.0601048,9.680061,-12.244417,2.2326298,6.694327,0.692686,0.7825361,0.31142598,0.35012117,0.26705053,0.61729056,0.57758826,0.6486683,0.5482203,0.2640453,0.66734636,0.6245208,11.561378,12.961361,14.60683,13.811166,18.934181,15.948683
-375.5949,118.359955,-20.632364,-1.9608338,-23.975618,19.687273,-10.941924,-11.868132,-0.30106553,9.611095,-12.254073,-0.04488681,8.398563,0.6897898,0.78239566,0.32134908,0.41839144,0.26618066,0.61064374,0.5764292,0.64827955,0.52106434,0.2643946,0.66725296,0.6238691,11.563381,12.847735,15.340591,13.882493,18.819235,15.971667
-375.4579,118.57903,-20.514065,-1.9915313,-24.171772,19.067043,-11.172422,-12.100968,-2.5272896,9.70314,-12.240772,3.8637662,7.8113666,0.69226813,0.7820141,0.30387706,0.46857074,0.26658237,0.6178467,0.5776008,0.64852524,0.5327272,0.2647012,0.6675975,0.62466615,11.561497,12.961059,15.2242775,13.820389,18.93326,15.948068
-375.30133,118.5782,-20.698784,-1.9762812,-24.18194,18.971985,-11.374432,-12.170655,0.16637665,9.703738,-12.271306,2.0193396,8.398435,0.6922125,0.7842074,0.32037285,0.42144272,0.2655233,0.61456925,0.57753456,0.6488058,0.5251868,0.26394868,0.6676875,0.6248355,11.561108,12.944811,14.49615,13.806317,18.926874,15.947649
-375.13727,118.572655,-20.683659,-1.994525,-24.187757,20.846027,-11.201325,-12.148854,-1.2348187,9.714421,-12.237871,1.3524512,8.374896,0.692772,0.7820657,0.30208328,0.38636866,0.265605,0.6167193,0.5773354,0.6493768,0.5136176,0.26399985,0.6676828,0.6241942,11.56104,12.958767,15.766245,13.801243,18.93087,15.950701
-376.91867,118.34159,-20.639048,-1.9826858,-24.1673,12.839305,-8.419321,-12.043667,-5.4545608,9.704018,-12.119462,1.0684853,7.807726,0.69000113,0.7809267,0.3094002,0.46058232,0.26612633,0.60010165,0.5762791,0.64658225,0.47287202,0.26635894,0.6673742,0.6193862,11.568416,12.9081,15.106093,13.839176,18.836508,15.953953
-378.01346,118.451256,-20.55262,-1.9716792,-24.06207,23.283112,-10.895869,-12.127704,-2.864793,9.666638,-12.115839,1.2858974,6.9985857,0.6909076,0.7749771,0.3179169,0.41055974,0.26689884,0.60706836,0.5769424,0.6430487,0.5079956,0.26567578,0.66709405,0.6236086,11.566589,12.95148,14.065093,13.858838,18.9151,15.9524765
-375.3057,118.58653,-20.66137,-1.9950427,-24.200756,19.188969,-11.476275,-12.204892,-1.8633423,9.718011,-12.273468,3.871094,7.152018,0.69321895,0.7838016,0.2995095,0.3870389,0.26581502,0.61771435,0.57762474,0.6495461,0.53826374,0.26417542,0.6677364,0.62493604,11.560689,12.960422,15.690944,13.808931,18.934986,15.947468
